Abbreviation,GridPosition,TeamName,ClassifiedPosition,Points,Status,PaceDelta (s),Sector1Time (s),Sector2Time (s),Sector3Time (s),Year,Round,EventName,IsWetRace,RainSkill,Adjusted_PaceDelta,IsPodium,Overtaking_Difficulty,Track_Downforce,Grid_Penalty_Score,Podiums_Last_3_Races,HasStreak
VER,2.0,Red Bull Racing,1.0,25.0,Finished,0.237,25.52823529411765,27.92321568627451,26.853725490196076,2025,7,Emilia Romagna Grand Prix,0,1.15,0.237,1,8.0,2.0,16.0,1.0,0
ALB,10.0,Williams,9.0,2.0,Lapped,1.988,20.40966176470588,36.764,20.60494117647059,2025,8,Monaco Grand Prix,0,1.0,1.988,0,10.0,3.0,100.0,0.0,0
ALO,7.0,Aston Martin,20.0,0.0,Retired,2.1345,20.3752,36.76396666666667,20.47286666666667,2025,8,Monaco Grand Prix,0,1.12,2.1345,0,10.0,3.0,70.0,0.0,0
ANT,15.0,Mercedes,18.0,0.0,Lapped,3.8135,20.643179104477614,37.291,20.969283582089552,2025,8,Monaco Grand Prix,0,1.0,3.8135,0,10.0,3.0,150.0,0.0,0
BEA,17.0,Haas F1 Team,12.0,0.0,Lapped,3.225,20.3605,36.848057142857144,20.92282857142857,2025,8,Monaco Grand Prix,0,1.0,3.225,0,10.0,3.0,170.0,0.0,0
BOR,16.0,Kick Sauber,14.0,0.0,Lapped,3.0135,20.308500000000002,36.86733823529412,20.82045588235294,2025,8,Monaco Grand Prix,0,1.0,3.0135,0,10.0,3.0,160.0,0.0,0
COL,20.0,Alpine,13.0,0.0,Lapped,3.28,20.380352941176472,37.08764705882353,20.860073529411764,2025,8,Monaco Grand Prix,0,1.0,3.28,0,10.0,3.0,200.0,0.0,0
GAS,18.0,Alpine,20.0,0.0,Retired,3.7115,20.84166666666667,37.00266666666666,20.882333333333335,2025,8,Monaco Grand Prix,0,1.05,3.7115,0,10.0,3.0,180.0,0.0,0
HAD,6.0,Racing Bulls,6.0,8.0,Lapped,2.1155,20.266376811594206,36.793956521739126,20.46531884057971,2025,8,Monaco Grand Prix,0,1.0,2.1155,0,10.0,3.0,60.0,0.0,0
HAM,4.0,Ferrari,5.0,10.0,Finished,0.606,19.964100000000002,36.081185714285716,20.176242857142856,2025,8,Monaco Grand Prix,0,1.15,0.606,0,10.0,3.0,40.0,0.0,0
HUL,13.0,Kick Sauber,16.0,0.0,Lapped,3.499,20.57094117647059,37.16129411764706,20.88064705882353,2025,8,Monaco Grand Prix,0,0.95,3.499,0,10.0,3.0,130.0,0.0,0
LAW,9.0,Racing Bulls,8.0,4.0,Lapped,1.7495,20.202840579710145,36.68859420289855,20.61317391304348,2025,8,Monaco Grand Prix,0,1.0,1.7495,0,10.0,3.0,90.0,0.0,0
LEC,2.0,Ferrari,2.0,18.0,Finished,0.2145,19.66097142857143,35.93687142857143,20.060485714285715,2025,8,Monaco Grand Prix,0,1.08,0.2145,1,10.0,3.0,20.0,1.0,0
NOR,1.0,McLaren,1.0,25.0,Finished,0.117,19.748771428571427,35.86212857142857,20.04442857142857,2025,8,Monaco Grand Prix,0,1.1,0.117,1,10.0,3.0,10.0,2.0,1
OCO,8.0,Haas F1 Team,7.0,6.0,Lapped,2.1885,20.393826086956523,36.55423188405798,20.541333333333334,2025,8,Monaco Grand Prix,0,1.05,2.1885,0,10.0,3.0,80.0,0.0,0
PIA,3.0,McLaren,3.0,15.0,Finished,0.0,19.80525714285714,35.770514285714285,20.064500000000002,2025,8,Monaco Grand Prix,0,1.05,0.0,1,10.0,3.0,30.0,3.0,1
RUS,14.0,Mercedes,11.0,0.0,Lapped,3.5365,20.512,36.747424242424245,20.72598484848485,2025,8,Monaco Grand Prix,0,1.08,3.5365,0,10.0,3.0,140.0,1.0,0
SAI,11.0,Williams,10.0,1.0,Lapped,2.5055,20.31960294117647,36.853632352941176,20.707279411764706,2025,8,Monaco Grand Prix,0,1.05,2.5055,0,10.0,3.0,110.0,0.0,0
STR,19.0,Aston Martin,15.0,0.0,Lapped,3.507,20.49591176470588,37.15160294117647,20.85541176470588,2025,8,Monaco Grand Prix,0,1.02,3.507,0,10.0,3.0,190.0,0.0,0
TSU,12.0,Red Bull Racing,17.0,0.0,Lapped,3.735,20.555057142857144,37.23654285714286,20.9699,2025,8,Monaco Grand Prix,0,1.0,3.735,0,10.0,3.0,120.0,0.0,0
VER,5.0,Red Bull Racing,4.0,12.0,Finished,0.1775,19.8331,35.990871428571424,20.028142857142857,2025,8,Monaco Grand Prix,0,1.15,0.1775,0,10.0,3.0,50.0,2.0,1
ALB,11.0,Williams,20.0,0.0,Retired,2.1215,24.14786363636364,33.31586363636364,24.661409090909093,2025,9,Spanish Grand Prix,0,1.0,2.1215,0,7.0,3.0,77.0,0.0,0
ALO,10.0,Aston Martin,9.0,2.0,Finished,1.7625,23.852277777777775,33.06361111111111,24.55448148148148,2025,9,Spanish Grand Prix,0,1.12,1.7625,0,7.0,3.0,70.0,0.0,0
ANT,6.0,Mercedes,20.0,0.0,Retired,1.069,23.953833333333336,32.71475,24.4066875,2025,9,Spanish Grand Prix,0,1.0,1.069,0,7.0,3.0,42.0,0.0,0
BEA,15.0,Haas F1 Team,17.0,0.0,Finished,1.991,24.039685185185185,33.059555555555555,24.515166666666666,2025,9,Spanish Grand Prix,0,1.0,1.991,0,7.0,3.0,105.0,0.0,0
BOR,12.0,Kick Sauber,12.0,0.0,Finished,1.7035,23.95674074074074,33.04888888888889,24.74735185185185,2025,9,Spanish Grand Prix,0,1.0,1.7035,0,7.0,3.0,84.0,0.0,0
COL,19.0,Alpine,15.0,0.0,Finished,2.6105,24.15101851851852,33.197907407407406,24.773574074074073,2025,9,Spanish Grand Prix,0,1.0,2.6105,0,7.0,3.0,133.0,0.0,0
GAS,8.0,Alpine,8.0,4.0,Finished,1.8325,24.008333333333333,32.92546296296296,24.505537037037037,2025,9,Spanish Grand Prix,0,1.05,1.8325,0,7.0,3.0,56.0,0.0,0
HAD,9.0,Racing Bulls,7.0,6.0,Finished,1.188,23.94211111111111,32.64851851851852,24.460462962962964,2025,9,Spanish Grand Prix,0,1.0,1.188,0,7.0,3.0,63.0,0.0,0
HAM,5.0,Ferrari,6.0,8.0,Finished,0.705,23.770745454545455,32.377509090909086,24.288527272727272,2025,9,Spanish Grand Prix,0,1.15,0.705,0,7.0,3.0,35.0,0.0,0
HUL,16.0,Kick Sauber,5.0,10.0,Finished,1.6915,23.85561111111111,32.863425925925924,24.511370370370372,2025,9,Spanish Grand Prix,0,0.95,1.6915,0,7.0,3.0,112.0,0.0,0
LAW,13.0,Racing Bulls,11.0,0.0,Finished,1.63,24.09251851851852,32.914907407407405,24.520814814814816,2025,9,Spanish Grand Prix,0,1.0,1.63,0,7.0,3.0,91.0,0.0,0
LEC,7.0,Ferrari,3.0,15.0,Finished,0.221,23.701090909090908,32.24038181818182,24.210072727272728,2025,9,Spanish Grand Prix,0,1.08,0.221,1,7.0,3.0,49.0,1.0,0
NOR,2.0,McLaren,2.0,18.0,Finished,0.149,23.589636363636366,32.16961818181818,24.022036363636364,2025,9,Spanish Grand Prix,0,1.1,0.149,1,7.0,3.0,14.0,3.0,1
OCO,17.0,Haas F1 Team,16.0,0.0,Finished,1.7685,24.054962962962964,33.020185185185184,24.6767037037037,2025,9,Spanish Grand Prix,0,1.05,1.7685,0,7.0,3.0,119.0,0.0,0
PIA,1.0,McLaren,1.0,25.0,Finished,0.145,23.62712727272727,32.08183636363636,24.01189090909091,2025,9,Spanish Grand Prix,0,1.05,0.145,1,7.0,3.0,7.0,3.0,1
RUS,4.0,Mercedes,4.0,12.0,Finished,0.587,23.660545454545453,32.48612727272727,24.179309090909094,2025,9,Spanish Grand Prix,0,1.08,0.587,0,7.0,3.0,28.0,1.0,0
SAI,18.0,Williams,14.0,0.0,Finished,1.6845,24.0345,33.02077777777778,24.393925925925924,2025,9,Spanish Grand Prix,0,1.05,1.6845,0,7.0,3.0,126.0,0.0,0
TSU,20.0,Red Bull Racing,13.0,0.0,Finished,1.397,23.848980769230767,32.84282692307692,24.487288461538462,2025,9,Spanish Grand Prix,0,1.0,1.397,0,7.0,3.0,140.0,0.0,0
VER,3.0,Red Bull Racing,10.0,1.0,Finished,0.0,23.505471698113208,32.2008679245283,23.948490566037737,2025,9,Spanish Grand Prix,0,1.15,0.0,0,7.0,3.0,21.0,1.0,0
ALB,10.0,Williams,20.0,0.0,Retired,2.015,21.862651162790698,24.59848837209302,31.110232558139536,2025,10,Canadian Grand Prix,1,1.0,2.015,0,5.0,1.0,50.0,0.0,0
ALO,6.0,Aston Martin,7.0,6.0,Finished,1.269,21.449583333333333,24.265800000000002,30.879483333333333,2025,10,Canadian Grand Prix,1,1.12,1.1330357142857141,0,5.0,1.0,30.0,0.0,0
ANT,4.0,Mercedes,3.0,15.0,Finished,0.176,21.142901639344263,23.972147540983606,30.45532786885246,2025,10,Canadian Grand Prix,1,1.0,0.176,1,5.0,1.0,20.0,0.0,0
BEA,14.0,Haas F1 Team,11.0,0.0,Lapped,1.803,21.86059677419355,24.428790322580646,30.910145161290323,2025,10,Canadian Grand Prix,1,1.0,1.803,0,5.0,1.0,70.0,0.0,0
BOR,16.0,Kick Sauber,14.0,0.0,Lapped,2.2595,21.87958064516129,24.56206451612903,30.933806451612902,2025,10,Canadian Grand Prix,1,1.0,2.2595,0,5.0,1.0,80.0,0.0,0
COL,12.0,Alpine,13.0,0.0,Lapped,2.081,21.723129032258065,24.407290322580643,31.219483870967743,2025,10,Canadian Grand Prix,1,1.0,2.081,0,5.0,1.0,60.0,0.0,0
GAS,20.0,Alpine,15.0,0.0,Lapped,2.3855,21.790387096774193,24.517112903225804,31.05308064516129,2025,10,Canadian Grand Prix,1,1.05,2.2719047619047616,0,5.0,1.0,100.0,0.0,0
HAD,9.0,Racing Bulls,16.0,0.0,Lapped,2.045,21.94767741935484,24.507370967741938,30.93308064516129,2025,10,Canadian Grand Prix,1,1.0,2.045,0,5.0,1.0,45.0,0.0,0
HAM,5.0,Ferrari,6.0,8.0,Finished,0.903,21.324633333333335,24.065083333333334,30.786183333333334,2025,10,Canadian Grand Prix,1,1.15,0.7852173913043479,0,5.0,1.0,25.0,0.0,0
HUL,13.0,Kick Sauber,8.0,4.0,Finished,1.763,21.603290322580644,24.386741935483872,30.891516129032258,2025,10,Canadian Grand Prix,1,0.95,1.8557894736842104,0,5.0,1.0,65.0,0.0,0
LAW,19.0,Racing Bulls,20.0,0.0,Retired,2.4095,21.831480000000003,24.74248,31.1903,2025,10,Canadian Grand Prix,1,1.0,2.4095,0,5.0,1.0,95.0,0.0,0
LEC,8.0,Ferrari,5.0,10.0,Finished,0.378,21.246475409836066,24.060918032786883,30.551901639344262,2025,10,Canadian Grand Prix,1,1.08,0.35,0,5.0,1.0,40.0,2.0,1
NOR,7.0,McLaren,18.0,0.0,Retired,0.0,21.16593442622951,24.030918032786886,30.405639344262294,2025,10,Canadian Grand Prix,1,1.1,0.0,0,5.0,1.0,35.0,3.0,1
OCO,15.0,Haas F1 Team,9.0,2.0,Lapped,1.941,21.69309677419355,24.410290322580646,30.941112903225804,2025,10,Canadian Grand Prix,1,1.05,1.8485714285714285,0,5.0,1.0,75.0,0.0,0
PIA,3.0,McLaren,4.0,12.0,Finished,0.273,21.181327868852456,23.982491803278688,30.437409836065573,2025,10,Canadian Grand Prix,1,1.05,0.26,0,5.0,1.0,15.0,3.0,1
RUS,1.0,Mercedes,1.0,25.0,Finished,0.273,21.140147540983605,23.937967213114753,30.45101639344262,2025,10,Canadian Grand Prix,1,1.08,0.25277777777777777,1,5.0,1.0,5.0,0.0,0
SAI,17.0,Williams,10.0,1.0,Lapped,1.958,21.666064516129033,24.46333870967742,30.961709677419353,2025,10,Canadian Grand Prix,1,1.05,1.8647619047619046,0,5.0,1.0,85.0,0.0,0
STR,18.0,Aston Martin,17.0,0.0,Lapped,1.794,21.710766666666665,24.356183333333334,30.892116666666666,2025,10,Canadian Grand Prix,1,1.02,1.7588235294117647,0,5.0,1.0,90.0,0.0,0
TSU,11.0,Red Bull Racing,12.0,0.0,Lapped,2.0625,21.776612903225807,24.42190322580645,31.12490322580645,2025,10,Canadian Grand Prix,1,1.0,2.0625,0,5.0,1.0,55.0,0.0,0
VER,2.0,Red Bull Racing,2.0,18.0,Finished,0.418,21.145967213114755,23.946639344262294,30.45467213114754,2025,10,Canadian Grand Prix,1,1.15,0.36347826086956525,1,5.0,1.0,10.0,1.0,0
ALB,12.0,Williams,20.0,0.0,Retired,1.644,17.596666666666668,31.706777777777777,21.894,2025,11,Austrian Grand Prix,0,1.0,1.644,0,5.0,2.0,60.0,0.0,0
ALO,11.0,Aston Martin,7.0,6.0,Lapped,1.431,17.549390625,31.79953125,21.669093750000002,2025,11,Austrian Grand Prix,0,1.12,1.431,0,5.0,2.0,55.0,0.0,0
ANT,9.0,Mercedes,20.0,0.0,Retired,,,,,2025,11,Austrian Grand Prix,0,1.0,,0,5.0,2.0,45.0,1.0,0
BEA,15.0,Haas F1 Team,11.0,0.0,Lapped,1.667,17.669354838709676,31.718951612903226,21.688080645161293,2025,11,Austrian Grand Prix,0,1.0,1.667,0,5.0,2.0,75.0,0.0,0
BOR,8.0,Kick Sauber,8.0,4.0,Lapped,1.266,17.71193548387097,31.520145161290323,21.453516129032256,2025,11,Austrian Grand Prix,0,1.0,1.266,0,5.0,2.0,40.0,0.0,0
COL,14.0,Alpine,15.0,0.0,Lapped,1.521,17.755129032258065,31.839096774193546,21.6245,2025,11,Austrian Grand Prix,0,1.0,1.521,0,5.0,2.0,70.0,0.0,0
GAS,10.0,Alpine,13.0,0.0,Lapped,1.596,17.710548387096775,31.640548387096775,21.824451612903225,2025,11,Austrian Grand Prix,0,1.05,1.596,0,5.0,2.0,50.0,0.0,0
HAD,13.0,Racing Bulls,12.0,0.0,Lapped,1.787,17.687046875,31.946953125,21.758796875,2025,11,Austrian Grand Prix,0,1.0,1.787,0,5.0,2.0,65.0,0.0,0
HAM,4.0,Ferrari,4.0,12.0,Finished,0.587,17.556714285714285,31.229952380952383,21.335587301587303,2025,11,Austrian Grand Prix,0,1.15,0.587,0,5.0,2.0,20.0,0.0,0
HUL,20.0,Kick Sauber,9.0,2.0,Lapped,1.2805,17.66114516129032,31.594774193548385,21.524967741935484,2025,11,Austrian Grand Prix,0,0.95,1.2805,0,5.0,2.0,100.0,0.0,0
LAW,6.0,Racing Bulls,6.0,8.0,Finished,1.188,17.736046153846154,31.63686153846154,21.569184615384618,2025,11,Austrian Grand Prix,0,1.0,1.188,0,5.0,2.0,30.0,0.0,0
LEC,2.0,Ferrari,3.0,15.0,Finished,0.26,17.562968253968254,31.13868253968254,21.243507936507935,2025,11,Austrian Grand Prix,0,1.08,0.26,1,5.0,2.0,10.0,2.0,1
NOR,1.0,McLaren,1.0,25.0,Finished,0.122,17.531761904761904,31.04804761904762,21.094952380952382,2025,11,Austrian Grand Prix,0,1.1,0.122,1,5.0,2.0,5.0,2.0,1
OCO,17.0,Haas F1 Team,10.0,1.0,Lapped,1.255,17.60566129032258,31.557370967741935,21.627790322580644,2025,11,Austrian Grand Prix,0,1.05,1.255,0,5.0,2.0,85.0,0.0,0
PIA,3.0,McLaren,2.0,18.0,Finished,0.0,17.45547619047619,31.152238095238094,21.09284126984127,2025,11,Austrian Grand Prix,0,1.05,0.0,1,5.0,2.0,15.0,2.0,1
RUS,5.0,Mercedes,5.0,10.0,Finished,1.055,17.624984126984128,31.5525873015873,21.42126984126984,2025,11,Austrian Grand Prix,0,1.08,1.055,0,5.0,2.0,25.0,1.0,0
SAI,19.0,Williams,20.0,0.0,Did not start,,,,,2025,11,Austrian Grand Prix,0,1.05,,0,5.0,2.0,95.0,0.0,0
STR,16.0,Aston Martin,14.0,0.0,Lapped,1.552,17.65872580645161,31.751451612903224,21.725354838709677,2025,11,Austrian Grand Prix,0,1.02,1.552,0,5.0,2.0,80.0,0.0,0
TSU,18.0,Red Bull Racing,16.0,0.0,Lapped,1.321,17.62750847457627,31.70415254237288,21.76057627118644,2025,11,Austrian Grand Prix,0,1.0,1.321,0,5.0,2.0,90.0,0.0,0
VER,7.0,Red Bull Racing,20.0,0.0,Retired,,,,,2025,11,Austrian Grand Prix,0,1.15,,0,5.0,2.0,35.0,1.0,0
ALB,14.0,Williams,8.0,4.0,Finished,2.927,31.83218181818182,41.939181818181815,27.71230303030303,2025,12,British Grand Prix,1,1.0,2.927,0,4.0,2.0,56.0,0.0,0
ALO,9.0,Aston Martin,9.0,2.0,Finished,2.509,31.71409375,41.662,27.4145625,2025,12,British Grand Prix,1,1.12,2.240178571428571,0,4.0,2.0,36.0,0.0,0
ANT,7.0,Mercedes,20.0,0.0,Retired,6.588,34.1925,44.347500000000004,30.591250000000002,2025,12,British Grand Prix,1,1.0,6.588,0,4.0,2.0,28.0,1.0,0
BEA,8.0,Haas F1 Team,11.0,0.0,Finished,2.021,31.914212121212124,41.530818181818184,27.900606060606062,2025,12,British Grand Prix,1,1.0,2.021,0,4.0,2.0,32.0,0.0,0
BOR,17.0,Kick Sauber,20.0,0.0,Retired,,,,,2025,12,British Grand Prix,1,1.0,,0,4.0,2.0,68.0,0.0,0
COL,20.0,Alpine,20.0,0.0,Did not start,,,,,2025,12,British Grand Prix,1,1.0,,0,4.0,2.0,80.0,0.0,0
GAS,10.0,Alpine,6.0,8.0,Finished,1.9295,31.8469375,41.5535,27.51753125,2025,12,British Grand Prix,1,1.05,1.8376190476190475,0,4.0,2.0,40.0,0.0,0
HAD,13.0,Racing Bulls,20.0,0.0,Retired,4.913,34.38575,41.03425,31.416249999999998,2025,12,British Grand Prix,1,1.0,4.913,0,4.0,2.0,52.0,0.0,0
HAM,5.0,Ferrari,4.0,12.0,Finished,0.8695,31.5130625,41.276906249999996,27.44603125,2025,12,British Grand Prix,1,1.15,0.7560869565217392,0,4.0,2.0,20.0,0.0,0
HUL,19.0,Kick Sauber,3.0,15.0,Finished,1.168,31.75075,41.26953125,27.28965625,2025,12,British Grand Prix,1,0.95,1.2294736842105263,1,4.0,2.0,76.0,0.0,0
LAW,16.0,Racing Bulls,20.0,0.0,Retired,,,,,2025,12,British Grand Prix,1,1.0,,0,4.0,2.0,64.0,0.0,0
LEC,6.0,Ferrari,14.0,0.0,Finished,2.279,32.00806060606061,41.366454545454545,27.789060606060605,2025,12,British Grand Prix,1,1.08,2.110185185185185,0,4.0,2.0,24.0,2.0,1
NOR,3.0,McLaren,1.0,25.0,Finished,0.0,31.424878787878786,40.98739393939394,27.176151515151513,2025,12,British Grand Prix,1,1.1,0.0,1,4.0,2.0,12.0,2.0,1
OCO,15.0,Haas F1 Team,13.0,0.0,Finished,2.782,31.982352941176472,42.13355882352941,27.77020588235294,2025,12,British Grand Prix,1,1.05,2.6495238095238096,0,4.0,2.0,60.0,0.0,0
PIA,2.0,McLaren,2.0,18.0,Finished,0.25,31.283848484848484,40.906151515151514,27.218666666666667,2025,12,British Grand Prix,1,1.05,0.23809523809523808,1,4.0,2.0,8.0,2.0,1
RUS,4.0,Mercedes,10.0,1.0,Finished,1.659,31.64663636363636,41.505515151515155,27.694848484848485,2025,12,British Grand Prix,1,1.08,1.536111111111111,0,4.0,2.0,16.0,1.0,0
SAI,11.0,Williams,12.0,0.0,Finished,3.111,31.768375,41.8934375,27.82059375,2025,12,British Grand Prix,1,1.05,2.962857142857143,0,4.0,2.0,44.0,0.0,0
STR,18.0,Aston Martin,7.0,6.0,Finished,2.205,31.7908125,41.4965,27.55853125,2025,12,British Grand Prix,1,1.02,2.161764705882353,0,4.0,2.0,72.0,0.0,0
TSU,12.0,Red Bull Racing,15.0,0.0,Lapped,3.526,32.108451612903224,42.57290322580645,27.955967741935485,2025,12,British Grand Prix,1,1.0,3.526,0,4.0,2.0,48.0,0.0,0
VER,1.0,Red Bull Racing,5.0,10.0,Finished,2.767,31.718575757575756,41.69327272727273,27.53821212121212,2025,12,British Grand Prix,1,1.15,2.4060869565217393,0,4.0,2.0,4.0,1.0,0
ALB,5.0,Williams,6.0,8.0,Finished,0.9585,31.60192105263158,49.219605263157895,29.377447368421056,2025,13,Belgian Grand Prix,1,1.0,0.9585,0,2.0,1.0,10.0,0.0,0
ALO,19.0,Aston Martin,17.0,0.0,Finished,1.6015,31.627944444444445,49.54997222222222,29.604916666666668,2025,13,Belgian Grand Prix,1,1.12,1.4299107142857141,0,2.0,1.0,38.0,0.0,0
ANT,18.0,Mercedes,16.0,0.0,Finished,1.562,31.485583333333334,49.946333333333335,29.49886111111111,2025,13,Belgian Grand Prix,1,1.0,1.562,0,2.0,1.0,36.0,1.0,0
BEA,12.0,Haas F1 Team,11.0,0.0,Finished,1.576,31.599763157894735,49.7338947368421,29.599578947368425,2025,13,Belgian Grand Prix,1,1.0,1.576,0,2.0,1.0,24.0,0.0,0
BOR,10.0,Kick Sauber,9.0,2.0,Finished,1.1245,31.757026315789474,49.33928947368421,29.43907894736842,2025,13,Belgian Grand Prix,1,1.0,1.1245,0,2.0,1.0,20.0,0.0,0
COL,17.0,Alpine,19.0,0.0,Finished,2.2895,31.5545,50.19061111111111,29.471555555555558,2025,13,Belgian Grand Prix,1,1.0,2.2895,0,2.0,1.0,34.0,0.0,0
GAS,13.0,Alpine,10.0,1.0,Finished,1.613,31.534684210526315,49.85860526315789,29.390894736842107,2025,13,Belgian Grand Prix,1,1.05,1.536190476190476,0,2.0,1.0,26.0,0.0,0
HAD,8.0,Racing Bulls,20.0,0.0,Lapped,2.2695,32.19197142857143,49.9802,29.82934285714286,2025,13,Belgian Grand Prix,1,1.0,2.2695,0,2.0,1.0,16.0,0.0,0
HAM,16.0,Ferrari,7.0,6.0,Finished,0.933,31.531394736842106,49.02947368421052,29.372157894736844,2025,13,Belgian Grand Prix,1,1.15,0.8113043478260871,0,2.0,1.0,32.0,0.0,0
HUL,14.0,Kick Sauber,12.0,0.0,Finished,1.7055,31.62713888888889,49.32830555555555,29.563388888888888,2025,13,Belgian Grand Prix,1,0.95,1.795263157894737,0,2.0,1.0,28.0,1.0,0
LAW,9.0,Racing Bulls,8.0,4.0,Finished,1.1345,31.80615789473684,49.22273684210526,29.38984210526316,2025,13,Belgian Grand Prix,1,1.0,1.1345,0,2.0,1.0,18.0,0.0,0
LEC,3.0,Ferrari,3.0,15.0,Finished,0.361,31.489210526315787,48.78839473684211,29.355394736842108,2025,13,Belgian Grand Prix,1,1.08,0.3342592592592592,1,2.0,1.0,6.0,1.0,0
NOR,1.0,McLaren,2.0,18.0,Finished,0.0,31.65642105263158,48.43971052631579,29.34842105263158,2025,13,Belgian Grand Prix,1,1.1,0.0,1,2.0,1.0,2.0,2.0,1
OCO,11.0,Haas F1 Team,15.0,0.0,Finished,1.6195,31.550236842105267,50.20571052631579,29.51213157894737,2025,13,Belgian Grand Prix,1,1.05,1.5423809523809522,0,2.0,1.0,22.0,0.0,0
PIA,2.0,McLaren,1.0,25.0,Finished,0.07,31.599342105263162,48.330868421052635,29.350394736842105,2025,13,Belgian Grand Prix,1,1.05,0.06666666666666667,1,2.0,1.0,4.0,2.0,1
RUS,6.0,Mercedes,5.0,10.0,Finished,0.8195,31.420894736842104,49.339684210526315,29.28413157894737,2025,13,Belgian Grand Prix,1,1.08,0.7587962962962963,0,2.0,1.0,12.0,1.0,0
SAI,15.0,Williams,18.0,0.0,Finished,2.099,31.797027777777778,49.39172222222223,29.709277777777782,2025,13,Belgian Grand Prix,1,1.05,1.9990476190476192,0,2.0,1.0,30.0,0.0,0
STR,20.0,Aston Martin,14.0,0.0,Finished,1.634,31.749078947368417,49.762789473684215,29.594078947368423,2025,13,Belgian Grand Prix,1,1.02,1.6019607843137254,0,2.0,1.0,40.0,0.0,0
TSU,7.0,Red Bull Racing,13.0,0.0,Finished,1.6695,31.641263157894734,49.924,29.573526315789476,2025,13,Belgian Grand Prix,1,1.0,1.6695,0,2.0,1.0,14.0,0.0,0
VER,4.0,Red Bull Racing,4.0,12.0,Finished,0.3535,31.63486842105263,48.65792105263158,29.36992105263158,2025,13,Belgian Grand Prix,1,1.15,0.3073913043478261,0,2.0,1.0,8.0,1.0,0
ALB,20.0,Williams,15.0,0.0,Lapped,1.7205,29.61728125,29.73109375,23.306484375,2025,14,Hungarian Grand Prix,0,1.0,1.7205,0,5.0,3.0,100.0,0.0,0
ALO,5.0,Aston Martin,5.0,10.0,Finished,1.529,29.747119402985074,29.35286567164179,23.028268656716417,2025,14,Hungarian Grand Prix,0,1.12,1.529,0,5.0,3.0,25.0,0.0,0
ANT,15.0,Mercedes,10.0,1.0,Lapped,1.5385,29.610484848484848,29.59540909090909,23.292666666666666,2025,14,Hungarian Grand Prix,0,1.0,1.5385,0,5.0,3.0,75.0,0.0,0
BEA,11.0,Haas F1 Team,20.0,0.0,Retired,2.7065,29.950545454545455,29.992431818181817,23.47368181818182,2025,14,Hungarian Grand Prix,0,1.0,2.7065,0,5.0,3.0,55.0,0.0,0
BOR,7.0,Kick Sauber,6.0,8.0,Finished,1.964,29.634910447761193,29.484089552238807,23.138149253731346,2025,14,Hungarian Grand Prix,0,1.0,1.964,0,5.0,3.0,35.0,0.0,0
COL,14.0,Alpine,18.0,0.0,Lapped,1.265,29.7218125,29.56190625,23.28625,2025,14,Hungarian Grand Prix,0,1.0,1.265,0,5.0,3.0,70.0,0.0,0
GAS,17.0,Alpine,19.0,0.0,Lapped,2.4865,29.717303030303032,29.926257575757575,23.44780303030303,2025,14,Hungarian Grand Prix,0,1.05,2.4865,0,5.0,3.0,85.0,0.0,0
HAD,10.0,Racing Bulls,11.0,0.0,Lapped,1.88,29.66648484848485,29.649545454545454,23.27581818181818,2025,14,Hungarian Grand Prix,0,1.0,1.88,0,5.0,3.0,50.0,0.0,0
HAM,12.0,Ferrari,12.0,0.0,Lapped,2.1525,29.515681818181818,29.67269696969697,23.365621212121212,2025,14,Hungarian Grand Prix,0,1.15,2.1525,0,5.0,3.0,60.0,0.0,0
HUL,19.0,Kick Sauber,13.0,0.0,Lapped,1.462,29.55171875,29.6493125,23.205796875,2025,14,Hungarian Grand Prix,0,0.95,1.462,0,5.0,3.0,95.0,1.0,0
LAW,9.0,Racing Bulls,8.0,4.0,Finished,2.112,29.57098507462687,29.56717910447761,23.13761194029851,2025,14,Hungarian Grand Prix,0,1.0,2.112,0,5.0,3.0,45.0,0.0,0
LEC,1.0,Ferrari,4.0,12.0,Finished,0.707,29.507784615384615,28.995215384615385,23.12406153846154,2025,14,Hungarian Grand Prix,0,1.08,0.707,0,5.0,3.0,5.0,2.0,1
NOR,3.0,McLaren,1.0,25.0,Finished,0.0,29.410223880597012,28.947955223880594,22.91920895522388,2025,14,Hungarian Grand Prix,0,1.1,0.0,1,5.0,3.0,15.0,3.0,1
OCO,18.0,Haas F1 Team,16.0,0.0,Lapped,2.094,29.748727272727272,29.857515151515152,23.462,2025,14,Hungarian Grand Prix,0,1.05,2.094,0,5.0,3.0,90.0,0.0,0
PIA,2.0,McLaren,2.0,18.0,Finished,0.219,29.395430769230767,28.83192307692308,22.8256,2025,14,Hungarian Grand Prix,0,1.05,0.219,1,5.0,3.0,10.0,3.0,1
RUS,4.0,Mercedes,3.0,15.0,Finished,0.518,29.367907692307693,29.021538461538462,22.954,2025,14,Hungarian Grand Prix,0,1.08,0.518,1,5.0,3.0,20.0,0.0,0
SAI,13.0,Williams,14.0,0.0,Lapped,1.813,29.631484375,29.77028125,23.259703125,2025,14,Hungarian Grand Prix,0,1.05,1.813,0,5.0,3.0,65.0,0.0,0
STR,6.0,Aston Martin,7.0,6.0,Finished,1.97,29.586880597014925,29.538373134328356,23.143701492537314,2025,14,Hungarian Grand Prix,0,1.02,1.97,0,5.0,3.0,30.0,0.0,0
